locality,property_type,num_floors,num_bedrooms,road_width_m,width_m,length_m,price_vnd,area_m2,dining_room_bin,kitchen_bin,terrace_bin,car_parking_bin,locality_population_density,lat,lon,distance_to_center_km,nearest_school_km,school_count_3km,nearest_hospital_km,hospital_count_5km,nearest_marketplace_km,marketplace_count_3km,nearest_supermarket_km,supermarket_count_3km,nearest_mall_km,mall_count_3km,nearest_bus_stop_km,bus_stop_count_1km,nearest_metro_km,metro_count_5km,post_month,post_day_of_month,post_weekday,post_is_weekend,post_age_days,locality_listing_count,location_cluster_20,location_cluster_50,location_cluster_100,price_per_m2,property_type_area_m2,property_type_road_width_m,property_type_width_m,property_type_length_m,property_type_num_floors,property_type_distance_to_center_km,property_type_locality_population_density
phường hòa hưng,1,5.0,4.0,20.0,9.0,25.0,65000000000.0,203.0,0,0,0,0,37.225,10.7849759,106.665264,3.998482116949363,0.312414140854837,193.0,0.9978147786437624,80.0,0.5091029348467178,43.0,0.1678315269236759,52.0,1.660872149468575,8.0,0.0713834276441442,22.0,3.8903006688459394,3.0,6,19,4,0,1,95,cluster_13,cluster_29,cluster_40,320197044.33497536,203.0,20.0,9.0,25.0,5.0,3.998482116949363,37.225
phường cầu kiệu,1,4.0,4.0,20.0,8.0,16.0,43000000000.0,128.0,0,0,0,0,50.946,10.7968306,106.6913229,2.44074910241188,0.0989473603816921,142.0,0.6077150908310768,62.0,0.6173297645718273,20.0,0.3290326866051206,74.0,2.0832634559367755,11.0,0.5346105379488431,35.0,2.4962462509231447,6.0,6,19,4,0,1,93,cluster_19,cluster_22,cluster_92,335937500.0,128.0,20.0,8.0,16.0,4.0,2.44074910241188,50.946
phường xuân hòa,1,4.0,4.0,20.0,8.4,28.0,62000000000.0,221.0,0,0,0,0,21.831,10.7830833,106.6842416,1.9460436499848384,0.3312847310363263,191.0,0.1412704733229399,83.0,0.6006546929080936,47.0,0.5582479452345399,116.0,0.8385575755765127,18.0,0.1032637579844324,80.0,2.006868832724398,5.0,6,19,4,0,1,99,cluster_19,cluster_45,cluster_59,280542986.42533934,221.0,20.0,8.4,28.0,4.0,1.9460436499848384,21.831
phường bình hưng hòa,1,1.0,1.0,30.0,8.0,20.0,31000000000.0,145.0,0,0,0,0,22.19,10.7979027,106.6032118,10.933352980757276,0.485658318154078,54.0,0.7107823384489044,8.0,2.295032649530436,5.0,1.4074912071012553,11.0,1.5428753503668942,1.0,0.6283008385963313,8.0,2.789766515743807,0.0,6,19,4,0,1,44,cluster_10,cluster_40,cluster_39,213793103.44827586,145.0,30.0,8.0,20.0,1.0,10.933352980757276,22.19
phường an khánh,1,4.0,8.0,20.0,18.0,28.0,87000000000.0,500.0,0,0,0,0,5.021,10.8033391,106.7452519,5.663938741631757,0.166337601562403,45.0,0.9337630716191576,7.0,0.7821097136189394,9.0,0.2309867485866451,22.0,0.2796606473592158,5.0,0.242823810818972,28.0,0.3543503369661603,8.0,6,19,4,0,1,84,cluster_12,cluster_14,cluster_21,174000000.0,500.0,20.0,18.0,28.0,4.0,5.663938741631757,5.021
phường xuân hòa,1,4.0,5.0,30.0,8.4,28.0,62000000000.0,168.0,0,0,0,0,21.831,10.7830833,106.6842416,1.9460436499848384,0.3312847310363263,191.0,0.1412704733229399,83.0,0.6006546929080936,47.0,0.5582479452345399,116.0,0.8385575755765127,18.0,0.1032637579844324,80.0,2.006868832724398,5.0,6,19,4,0,1,99,cluster_19,cluster_45,cluster_59,369047619.04761904,168.0,30.0,8.4,28.0,4.0,1.9460436499848384,21.831
phường phú thọ hòa,1,5.0,5.0,40.0,15.0,18.0,59000000000.0,270.0,0,0,0,0,46.502,10.7839172,106.6359919,7.141155235698615,0.4291506040748872,154.0,0.6496049533406446,48.0,0.6915892282018501,26.0,0.5662460160685792,27.0,2.639533437108508,3.0,0.0958200789884852,47.0,2.789766515743807,0.0,6,19,4,0,1,53,cluster_13,cluster_9,cluster_66,218518518.5185185,270.0,40.0,15.0,18.0,5.0,7.141155235698615,46.502
phường an khánh,1,3.0,3.0,15.0,16.0,26.0,145000000000.0,500.0,0,0,0,0,5.021,10.802835,106.7379999,4.969130471410511,0.0888408867132524,52.0,0.5060891897458468,14.0,0.5715170985094904,9.0,0.0667048431826179,26.0,0.318983821312461,4.0,0.0,34.0,0.4711969544114247,9.0,6,19,4,0,1,84,cluster_12,cluster_14,cluster_21,290000000.0,500.0,15.0,16.0,26.0,3.0,4.969130471410511,5.021
phường đức nhuận,1,1.0,1.0,30.0,22.0,46.0,150000000000.0,1101.0,0,0,0,0,32.947,10.8078497,106.6784641,4.211941629640952,0.1283730028407936,115.0,0.9976765413891644,49.0,0.3933512132958154,15.0,0.1047726338595456,47.0,1.50990580457967,9.0,0.0851557056999508,32.0,4.255770654939161,5.0,6,19,4,0,1,64,cluster_1,cluster_27,cluster_77,136239782.01634878,1101.0,30.0,22.0,46.0,1.0,4.211941629640952,32.947
phường tân mỹ,1,3.0,9.0,10.0,5.0,19.0,14900000000.0,140.0,1,1,1,1,10.562,10.7350015,106.7194453,5.05897559335612,0.0003922165909061,63.0,0.1965857978662085,28.0,0.1779353893879265,8.0,0.7046650973093038,24.0,0.670459228558265,3.0,0.1464682080905137,32.0,4.623047390728333,2.0,6,19,4,0,1,18,cluster_7,cluster_32,cluster_9,106428571.42857143,140.0,10.0,5.0,19.0,3.0,5.05897559335612,10.562
phường bình lợi trung,1,6.0,11.0,12.0,5.0,17.0,15500000000.0,71.0,0,0,0,0,29.851,10.8200868,106.7074401,4.830279547129328,0.4546188265738125,68.0,2.09692714628374,25.0,0.3925950736002273,10.0,0.2625190817205464,31.0,1.755268654940006,3.0,0.3091537925683889,27.0,2.800769620458555,6.0,6,19,4,0,1,186,cluster_1,cluster_35,cluster_95,218309859.15492958,71.0,12.0,5.0,17.0,6.0,4.830279547129328,29.851
phường thới an,1,1.0,1.0,30.0,4.2,10.0,2300000000.0,42.0,0,1,0,1,8.433,10.8888861,106.6450489,13.810883893969184,1.5767393905303564,21.0,1.4699664207295735,2.0,1.2541266642202265,2.0,1.3458111373625992,3.0,1.539368194035441,0.0,0.2431895604141496,8.0,2.789766515743807,0.0,6,19,4,0,1,59,cluster_14,cluster_12,cluster_30,54761904.76190476,42.0,30.0,4.2,10.0,1.0,13.810883893969184,8.433
phường tân định,1,3.0,5.0,20.0,13.0,18.0,39500000000.0,195.0,0,0,0,0,39.45,10.9287634,106.7617217,18.06668822987416,0.3052024024372218,16.0,2.996965502130968,4.0,0.1699418675836842,6.0,3.0669372771115624,0.0,1.539368194035441,0.0,0.2262888481948096,2.0,2.789766515743807,0.0,6,19,4,0,1,97,cluster_15,cluster_2,cluster_15,202564102.56410256,195.0,20.0,13.0,18.0,3.0,18.06668822987416,39.45
phường bến thành,1,4.0,10.0,40.0,4.0,22.0,67500000000.0,100.0,0,0,0,0,38.809,10.7710166,106.6995648,0.6669639831072508,0.0988308603443453,137.0,0.1109199446137609,88.0,0.2412326515493958,36.0,0.209165438931582,92.0,0.2107110960259601,17.0,0.0084532828422697,105.0,0.1840935098535775,6.0,6,19,4,0,1,95,cluster_11,cluster_43,cluster_35,675000000.0,100.0,40.0,4.0,22.0,4.0,0.6669639831072508,38.809
phường bảy hiền,1,6.0,30.0,20.0,8.0,21.0,58000000000.0,180.0,1,1,1,1,46.242,10.7788588,106.6488503,5.696722823401805,0.212954621908231,186.0,0.6361163391212983,71.0,0.2086225853953218,35.0,0.9954279931872408,28.0,2.443649562988849,5.0,0.1396665952842739,39.0,2.789766515743807,0.0,6,19,4,0,1,73,cluster_13,cluster_26,cluster_26,322222222.2222222,180.0,20.0,8.0,21.0,6.0,5.696722823401805,46.242
phường tăng nhơn phú,1,2.0,3.0,5.0,5.0,18.0,5500000000.0,60.0,0,0,0,0,12.613,10.8276367,106.781021,10.40524488719047,0.6331648093919147,41.0,1.566112311064483,8.0,0.5212082571624805,5.0,1.893797340633749,8.0,2.9943255806608886,1.0,0.1290750552092117,31.0,1.953226127372508,6.0,6,19,4,0,1,58,cluster_4,cluster_46,cluster_4,91666666.66666667,60.0,5.0,5.0,18.0,2.0,10.40524488719047,12.613
phường bình thới,1,2.0,4.0,25.0,5.0,18.0,15500000000.0,40.0,0,0,0,0,44.393,10.7606287,106.646313,6.235671934797297,0.123334343326153,196.0,0.1753307281771392,73.0,0.4342258602755769,46.0,1.2009770859403817,29.0,1.2149331035983668,5.0,0.2285205450425267,63.0,2.789766515743807,0.0,6,19,4,0,1,11,cluster_2,cluster_26,cluster_96,387500000.0,40.0,25.0,5.0,18.0,2.0,6.235671934797297,44.393
phường an khánh,1,3.0,23.0,20.0,8.5,25.0,31200000000.0,200.0,1,1,1,1,5.021,10.8006036,106.7319048,4.28628517533598,0.5430295033161631,59.0,0.7572913850350793,20.0,0.4476952435649097,11.0,0.1593040851421719,32.0,0.1509150708276662,4.0,0.0,36.0,0.191421204297892,10.0,6,19,4,0,1,84,cluster_12,cluster_14,cluster_48,156000000.0,200.0,20.0,8.5,25.0,3.0,4.28628517533598,5.021
phường tân sơn nhì,1,3.0,4.0,20.0,4.2,32.0,26800000000.0,146.0,0,0,0,0,33.895,10.7994465,106.6317527,7.962906097890229,0.2680312245988887,89.0,1.077973098294951,24.0,0.6748268350093294,15.0,0.5342187744615536,19.0,1.642934800464962,3.0,0.4226215899315095,47.0,2.789766515743807,0.0,6,19,4,0,1,39,cluster_6,cluster_9,cluster_89,183561643.83561644,146.0,20.0,4.2,32.0,3.0,7.962906097890229,33.895
phường an khánh,1,4.0,5.0,8.0,5.0,20.5,18500000000.0,105.0,1,1,1,0,5.021,10.7949602,106.7305484,3.808504175625029,0.6561629916851701,62.0,0.9356213880345662,21.0,0.452628431051221,11.0,0.7671058558033097,31.0,0.7439168201610871,5.0,0.1672563295946353,34.0,0.6992062452147358,9.0,6,19,4,0,1,84,cluster_12,cluster_14,cluster_48,176190476.19047618,105.0,8.0,5.0,20.5,4.0,3.808504175625029,5.021
phường an khánh,1,4.0,8.0,4.0,7.0,18.0,18500000000.0,125.0,1,1,1,0,5.021,10.7949602,106.7305484,3.808504175625029,0.6561629916851701,62.0,0.9356213880345662,21.0,0.452628431051221,11.0,0.7671058558033097,31.0,0.7439168201610871,5.0,0.1672563295946353,34.0,0.6992062452147358,9.0,6,19,4,0,1,84,cluster_12,cluster_14,cluster_48,148000000.0,125.0,4.0,7.0,18.0,4.0,3.808504175625029,5.021
phường linh xuân,1,1.0,6.0,10.0,5.0,18.0,25000000000.0,300.0,0,0,0,0,12.883,10.8534381,106.7512463,10.09888013987302,0.2058946036907523,52.0,1.361745530395688,13.0,0.478929342063213,8.0,0.2095690858181263,10.0,1.5694493420390845,1.0,0.0684631124288586,37.0,2.362916110018745,4.0,6,19,4,0,1,22,cluster_4,cluster_4,cluster_74,83333333.33333333,300.0,10.0,5.0,18.0,1.0,10.09888013987302,12.883
phường tân hòa,1,6.0,8.0,20.0,4.0,20.0,32000000000.0,80.0,1,1,1,0,63.563,10.7896284,106.6526603,5.460445433533166,0.1749015680172509,160.0,0.1402682540843657,73.0,0.3986484235377429,28.0,0.5587936758699786,40.0,1.2321588723374997,4.0,0.0996257257549924,34.0,2.789766515743807,0.0,6,19,4,0,1,30,cluster_13,cluster_1,cluster_68,400000000.0,80.0,20.0,4.0,20.0,6.0,5.460445433533166,63.563
phường bình đông,1,4.0,4.0,12.0,6.0,18.0,11500000000.0,108.0,1,1,1,0,17.419,10.7317497,106.6411046,8.22902867929692,0.3679501099283108,91.0,1.784658440835391,39.0,0.3664336643123712,25.0,1.5981998810104383,9.0,1.539368194035441,2.0,0.0263962665257618,25.0,2.789766515743807,0.0,6,19,4,0,1,42,cluster_16,cluster_37,cluster_11,106481481.48148148,108.0,12.0,6.0,18.0,4.0,8.22902867929692,17.419
phường vườn lài,1,6.0,20.0,30.0,6.0,22.0,50000000000.0,125.0,1,1,1,1,81.309,10.768525,106.6724938,3.2419722128438297,0.3010820874778004,222.0,0.2811142836074399,87.0,0.2622385558569263,54.0,0.3931772678968423,92.0,0.3926340325942063,11.0,0.1032738006671135,74.0,2.789766515743807,3.0,6,18,3,0,2,52,cluster_2,cluster_10,cluster_98,400000000.0,125.0,30.0,6.0,22.0,6.0,3.2419722128438297,81.309
phường thạnh mỹ tây,1,8.0,8.0,10.0,17.0,25.0,118000000000.0,459.0,0,0,0,0,34.822,10.8029912,106.7231035,3.77169218113364,0.5231225231110117,67.0,1.2758244586100067,27.0,0.2811217244834689,12.0,0.2030106907357061,36.0,1.1180942600322077,6.0,0.1553214320715076,31.0,0.4872894791136178,9.0,6,18,3,0,2,112,cluster_12,cluster_38,cluster_48,257080610.02178648,459.0,10.0,17.0,25.0,8.0,3.77169218113364,34.822
phường đức nhuận,1,8.0,8.0,12.0,7.26,25.0,69000000000.0,184.0,0,0,0,0,32.947,10.8085764,106.6839174,3.965636418282058,0.2302210964612265,114.0,0.6069326551163071,49.0,0.1423231310439731,14.0,0.6355362369782404,50.0,1.9217966322121784,7.0,0.5523060882256893,37.0,3.7217993370182088,5.0,6,18,3,0,2,64,cluster_1,cluster_27,cluster_6,375000000.0,184.0,12.0,7.26,25.0,8.0,3.965636418282058,32.947
phường vườn lài,1,1.0,2.0,20.0,4.2,17.0,28000000000.0,70.0,0,0,0,0,81.309,10.7766088,106.6819436,2.0734921476108883,0.227760203597985,197.0,0.0953905245830866,86.0,0.4249416466158054,46.0,0.0972784661262771,117.0,0.125859795905697,18.0,0.0935239299455989,76.0,1.8523087355767676,4.0,6,18,3,0,2,52,cluster_19,cluster_20,cluster_99,400000000.0,70.0,20.0,4.2,17.0,1.0,2.0734921476108883,81.309
phường chợ quán,1,1.0,2.0,20.0,4.0,10.0,8700000000.0,40.0,0,0,0,0,49.645,10.7628882,106.6793099,2.824549820053111,0.2220728591892263,192.0,0.2830147980543152,88.0,0.1942165536868192,50.0,0.1563192718859493,92.0,0.376769952429714,21.0,0.1152226651960011,90.0,2.2184400336483803,3.0,6,18,3,0,2,38,cluster_11,cluster_20,cluster_31,217500000.0,40.0,20.0,4.0,10.0,1.0,2.824549820053111,49.645
phường chánh hưng,1,4.0,5.0,30.0,5.0,18.0,16800000000.0,88.0,0,0,0,0,41.368,10.7458877,106.6688725,4.902891731560224,0.0893225370222073,154.0,0.1418928842796567,71.0,0.2638554746248365,43.0,1.0078406021667308,32.0,1.2598659703035169,9.0,0.1435168979035134,47.0,4.213379541291771,2.0,6,18,3,0,2,90,cluster_2,cluster_42,cluster_51,190909090.9090909,88.0,30.0,5.0,18.0,4.0,4.902891731560224,41.368
phường vườn lài,1,6.0,20.0,20.0,6.0,22.0,48000000000.0,140.0,1,1,1,1,81.309,10.7642803,106.6702381,3.6324511468160408,0.083335180677126,218.0,0.1837444028718627,83.0,0.1048461427604759,54.0,0.5356128055857369,77.0,0.7001788834562582,11.0,0.1541812867125393,84.0,3.1122564529184817,3.0,6,18,3,0,2,52,cluster_2,cluster_10,cluster_98,342857142.85714287,140.0,20.0,6.0,22.0,6.0,3.6324511468160408,81.309
phường thông tây hội,1,4.0,4.0,5.0,4.0,33.0,10900000000.0,130.0,0,0,0,0,37.405,10.8424666,106.6613819,8.442477660346116,0.2300130434497941,51.0,0.8721260076781473,11.0,0.8106920018252383,5.0,1.1032768088531115,8.0,1.884602499931412,5.0,0.0898905758808357,33.0,2.789766515743807,0.0,6,18,3,0,2,44,cluster_17,cluster_19,cluster_87,83846153.84615384,130.0,5.0,4.0,33.0,4.0,8.442477660346116,37.405
phường tân sơn hòa,1,10.0,10.0,20.0,11.6,31.0,220000000000.0,385.0,0,0,0,0,24.485,10.8067414,106.66908,4.796422182944646,0.5477714107224352,116.0,0.5675619804281183,51.0,1.2172085411490003,19.0,0.8418102528504364,33.0,0.7893998809406549,9.0,0.084249296743144,42.0,5.010827876935172,2.0,6,17,2,0,3,85,cluster_13,cluster_16,cluster_77,571428571.4285715,385.0,20.0,11.6,31.0,10.0,4.796422182944646,24.485
phường chợ quán,1,10.0,60.0,20.0,4.0,45.0,170000000000.0,506.0,0,0,0,0,49.645,10.7546957,106.6849182,3.014593454140083,0.3241044718172312,169.0,0.3112080841955486,82.0,0.159361009708267,44.0,0.7452963371051138,87.0,1.0997159326303276,20.0,0.1351310290030301,57.0,2.2897201696442395,3.0,6,17,2,0,3,38,cluster_11,cluster_42,cluster_31,335968379.4466403,506.0,20.0,4.0,45.0,10.0,3.014593454140083,49.645
phường tân sơn hòa,1,4.0,4.0,8.0,4.0,15.0,31000000000.0,64.0,0,0,0,0,24.485,10.7981139,106.663789,4.688161391958476,0.0907983374811933,136.0,0.4511852416410411,73.0,0.3881982979349555,21.0,0.3515334364721785,34.0,1.1921763448724754,4.0,0.0943180286140365,35.0,4.78878084818212,2.0,6,17,2,0,3,85,cluster_13,cluster_16,cluster_12,484375000.0,64.0,8.0,4.0,15.0,4.0,4.688161391958476,24.485
phường an lạc,1,3.0,2.0,16.0,4.0,27.0,11300000000.0,110.0,0,0,0,0,16.441,10.7580842,106.6134421,9.789278021297228,0.4355856585272822,68.0,1.1594356921897382,14.0,0.50932171740008,16.0,0.5021949296151046,26.0,1.7093308710462445,1.0,0.060975919322676,38.0,2.789766515743807,0.0,6,17,2,0,3,42,cluster_10,cluster_39,cluster_22,102727272.72727273,110.0,16.0,4.0,27.0,3.0,9.789278021297228,16.441
phường bình đông,1,4.0,5.0,12.0,4.0,24.0,7900000000.0,94.0,0,0,0,0,17.419,10.7317497,106.6411046,8.22902867929692,0.3679501099283108,91.0,1.784658440835391,39.0,0.3664336643123712,25.0,1.5981998810104383,9.0,1.539368194035441,2.0,0.0263962665257618,25.0,2.789766515743807,0.0,6,16,1,0,4,42,cluster_16,cluster_37,cluster_11,84042553.19148937,94.0,12.0,4.0,24.0,4.0,8.22902867929692,17.419
phường an lạc,1,2.0,6.0,5.0,16.0,13.0,5600000000.0,160.0,1,1,1,1,16.441,10.745247,106.6230703,9.204504021168074,0.2937548603810822,97.0,0.9333953178594736,28.0,0.3769998075815046,22.0,0.8138334670370837,17.0,1.250114588341659,2.0,0.03975052240157,31.0,2.789766515743807,0.0,6,16,1,0,4,42,cluster_16,cluster_25,cluster_83,35000000.0,160.0,5.0,16.0,13.0,2.0,9.204504021168074,16.441
phường thới an,1,7.0,4.0,10.0,8.0,30.0,36000000000.0,240.0,0,0,0,0,8.433,10.8746653,106.6510606,12.10985137852378,0.0920424056229847,24.0,1.1478998982808477,4.0,1.419754295945132,2.0,1.2409993188780544,6.0,1.539368194035441,0.0,0.1304968424583227,24.0,2.789766515743807,0.0,6,20,5,1,0,59,cluster_17,cluster_12,cluster_56,150000000.0,240.0,10.0,8.0,30.0,7.0,12.10985137852378,8.433
phường bình hưng hòa,1,6.0,7.0,20.0,8.0,35.0,35000000000.0,280.0,1,1,1,1,22.19,10.7790815,106.6200324,8.84766115159502,0.5887277323442276,93.0,2.1714310007066486,22.0,0.4623050191565066,20.0,0.0752508451120215,28.0,2.495462701320631,1.0,0.0639836674352299,36.0,2.789766515743807,0.0,6,20,5,1,0,44,cluster_10,cluster_9,cluster_66,125000000.0,280.0,20.0,8.0,35.0,6.0,8.84766115159502,22.19
phường phú thọ hòa,1,1.0,5.0,20.0,32.0,36.0,54000000000.0,520.0,1,1,1,1,46.502,11.0719132,106.7039386,32.63433029024414,0.8594966512995836,5.0,4.253158000200385,3.0,1.3919412600801548,1.0,0.4714212209577637,0.0,4.030663398606247,0.0,1.2937337651324392,0.0,2.789766515743807,0.0,6,20,5,1,0,53,cluster_3,cluster_11,cluster_2,103846153.84615384,520.0,20.0,32.0,36.0,1.0,32.63433029024414,46.502
phường tân tạo,1,5.0,75.0,15.0,15.0,20.0,49000000000.0,300.0,1,1,1,1,7.707,10.7525579,106.6002832,11.32939954991988,0.2765260143436356,34.0,1.3545429973974157,10.0,1.0272544956978753,7.0,0.1680380582957659,11.0,1.6770297490835455,1.0,0.2667832630678945,25.0,2.789766515743807,0.0,6,20,5,1,0,16,cluster_16,cluster_39,cluster_65,163333333.33333334,300.0,15.0,15.0,20.0,5.0,11.32939954991988,7.707
xã vĩnh lộc,1,1.0,3.0,20.0,6.0,50.0,8700000000.0,300.0,1,1,1,1,5.462,10.8189694,106.5762523,14.404025419466349,0.4715750156250659,22.0,4.343161528755688,2.0,1.8995448736750389,1.0,2.0719162535517635,2.0,4.846660803231111,0.0,0.0,20.0,2.789766515743807,0.0,6,20,5,1,0,2,cluster_6,cluster_40,cluster_91,29000000.0,300.0,20.0,6.0,50.0,1.0,14.404025419466349,5.462
phường nhiêu lộc,1,2.0,4.0,35.0,12.0,25.0,90000000000.0,300.0,1,1,1,1,51.515,10.7673302,106.6833039,2.196407392336392,0.1280399296552105,186.0,0.1703643373906237,86.0,0.3449702162215181,48.0,0.1593754258598717,113.0,0.2145649844059569,20.0,0.0534790778874252,82.0,1.6440086424311071,4.0,6,20,5,1,0,66,cluster_11,cluster_20,cluster_99,300000000.0,300.0,35.0,12.0,25.0,2.0,2.196407392336392,51.515
phường phú thọ hòa,1,3.0,4.0,20.0,6.7,27.1,15000000000.0,152.0,1,1,1,1,46.502,10.7936507,106.6203166,9.005739534158497,0.145728755343388,84.0,1.4200618082442862,14.0,0.4630040064857443,14.0,0.4528135991952063,28.0,0.9390262257718331,1.0,0.0729234670287936,60.0,2.789766515743807,0.0,6,20,5,1,0,53,cluster_10,cluster_9,cluster_8,98684210.5263158,152.0,20.0,6.7,27.1,3.0,9.005739534158497,46.502
phường tân bình,1,4.0,1.0,8.0,6.7,14.0,17900000000.0,92.0,1,1,1,0,42.157,10.8012017,106.6388975,7.29424943415701,0.3447268818628318,102.0,0.3250749183893413,29.0,0.1438672618220386,17.0,0.7804517820090893,17.0,1.5416164954839746,3.0,0.1406715188134071,46.0,2.789766515743807,0.0,6,20,5,1,0,142,cluster_13,cluster_1,cluster_89,194565217.39130434,92.0,8.0,6.7,14.0,4.0,7.29424943415701,42.157
phường phú thọ hòa,1,2.0,2.0,20.0,5.0,32.0,23500000000.0,160.0,1,1,1,1,46.502,10.7936507,106.6203166,9.005739534158497,0.145728755343388,84.0,1.4200618082442862,14.0,0.4630040064857443,14.0,0.4528135991952063,28.0,0.9390262257718331,1.0,0.0729234670287936,60.0,2.789766515743807,0.0,6,20,5,1,0,53,cluster_10,cluster_9,cluster_8,146875000.0,160.0,20.0,5.0,32.0,2.0,9.005739534158497,46.502
phường cầu kiệu,1,4.0,2.0,30.0,9.0,16.0,40000000000.0,155.0,1,1,1,1,50.946,10.7978866,106.6826923,3.058447098677274,0.1771660626441828,152.0,0.7791360064246597,71.0,0.4379830595366123,21.0,0.4494462775974374,59.0,2.34114884302551,4.0,0.1971930372594087,41.0,3.275739716927,5.0,6,20,5,1,0,93,cluster_19,cluster_45,cluster_58,258064516.12903225,155.0,30.0,9.0,16.0,4.0,3.058447098677274,50.946
phường tây thạnh,1,1.0,2.0,30.0,7.2,34.0,40000000000.0,223.0,1,1,1,1,18.384,10.8123792,106.6086211,10.828062156041296,0.6745183229066298,66.0,1.0486462759276776,6.0,1.687358014804381,4.0,1.9791072888229329,18.0,1.5103287665399954,1.0,0.1039381573875562,14.0,2.789766515743807,0.0,6,20,5,1,0,38,cluster_6,cluster_40,cluster_72,179372197.30941704,223.0,30.0,7.2,34.0,1.0,10.828062156041296,18.384
phường an lạc,1,1.0,5.0,20.0,15.5,69.0,90000000000.0,1210.0,1,1,1,1,16.441,10.7240905,106.6075678,11.76164048661673,0.5747938644851489,30.0,1.799016503759358,12.0,1.4423387261400278,17.0,1.2678734454764424,3.0,2.1134658149488894,1.0,0.242589893679991,28.0,2.789766515743807,0.0,6,20,5,1,0,42,cluster_16,cluster_18,cluster_43,74380165.2892562,1210.0,20.0,15.5,69.0,1.0,11.76164048661673,16.441
phường bình phú,1,4.0,5.0,30.0,9.2,34.0,45000000000.0,310.0,1,1,1,1,26.64,10.7435788,106.6237288,9.210235602257582,0.4917160025432176,93.0,0.8702328593706712,29.0,0.2406689865739901,23.0,0.7741527260564784,15.0,1.293694594799356,2.0,0.0344331429291776,33.0,2.789766515743807,0.0,6,20,5,1,0,25,cluster_16,cluster_25,cluster_83,145161290.32258064,310.0,30.0,9.2,34.0,4.0,9.210235602257582,26.64
phường tân bình,1,2.0,5.0,20.0,5.0,35.0,36500000000.0,165.0,1,1,1,1,42.157,10.7983563,106.6463241,6.4232480821112174,0.2630116487217966,131.0,0.546995096737269,49.0,0.0447465857250088,21.0,1.195024347818329,21.0,0.7797317274616953,4.0,0.1908999184323034,43.0,2.789766515743807,0.0,6,20,5,1,0,142,cluster_13,cluster_1,cluster_34,221212121.21212122,165.0,20.0,5.0,35.0,2.0,6.4232480821112174,42.157
phường trung mỹ tây,1,2.0,5.0,30.0,25.0,100.0,199000000000.0,2450.0,1,1,1,1,18.25,10.873446,106.6226464,13.68473121163876,0.1281169373014905,31.0,1.6494774981915303,5.0,0.8657349467799295,12.0,1.6361303473102569,8.0,1.539368194035441,0.0,0.1792989263366365,16.0,2.789766515743807,0.0,6,20,5,1,0,40,cluster_14,cluster_6,cluster_70,81224489.79591836,2450.0,30.0,25.0,100.0,2.0,13.68473121163876,18.25
xã tân vĩnh lộc,1,2.0,1.0,20.0,6.0,54.0,15000000000.0,326.0,1,1,0,1,4.829,10.7848682,106.5746568,13.835004290853677,1.0028841610223491,22.0,3.3812424651056467,5.0,0.9120513937011148,2.0,1.827719316893288,2.0,4.965788904882521,0.0,0.8023809788258717,7.0,2.789766515743807,0.0,6,20,5,1,0,1,cluster_10,cluster_40,cluster_39,46012269.93865031,326.0,20.0,6.0,54.0,2.0,13.835004290853677,4.829
phường thới an,1,1.0,2.0,40.0,10.0,35.0,19990000000.0,354.0,1,1,0,1,8.433,10.8912286,106.6855085,12.757790326839196,0.2840737258638811,15.0,2.670519094119707,6.0,1.4773907045558192,4.0,3.6642325630143913,0.0,1.539368194035441,0.0,0.1932278139049878,12.0,2.789766515743807,0.0,6,20,5,1,0,59,cluster_0,cluster_33,cluster_41,56468926.55367231,354.0,40.0,10.0,35.0,1.0,12.757790326839196,8.433
phường bình trị đông,1,2.0,2.0,30.0,13.5,58.0,93000000000.0,777.0,1,1,0,1,23.097,10.7679017,106.6095921,10.035873377548295,0.1202792003391393,62.0,0.7940570555249221,15.0,0.5785627489676628,14.0,0.4205129244284443,25.0,2.799053811152463,1.0,0.0417572740637905,37.0,2.789766515743807,0.0,6,20,5,1,0,32,cluster_10,cluster_39,cluster_22,119691119.69111969,777.0,30.0,13.5,58.0,2.0,10.035873377548295,23.097
xã vĩnh lộc,1,1.0,6.0,16.0,6.0,50.0,14700000000.0,317.0,1,1,1,1,5.462,10.8182697,106.5849657,13.47926615511244,0.7810804144921502,28.0,3.59231079109633,4.0,2.6430271233048543,2.0,1.81816907155104,2.0,3.954759549309992,0.0,0.0749181993296174,25.0,2.789766515743807,0.0,6,20,5,1,0,2,cluster_6,cluster_40,cluster_91,46372239.74763407,317.0,16.0,6.0,50.0,1.0,13.47926615511244,5.462
phường tây thạnh,1,1.0,3.0,30.0,4.0,25.0,14100000000.0,100.0,0,0,1,1,18.384,10.8117438,106.6214187,9.508445406737629,0.1096825633639202,81.0,0.9802853964673426,12.0,0.660466139470545,7.0,1.241100373572275,16.0,1.2455724918732562,1.0,0.1278174739624114,31.0,2.789766515743807,0.0,6,20,5,1,0,38,cluster_6,cluster_36,cluster_86,141000000.0,100.0,30.0,4.0,25.0,1.0,9.508445406737629,18.384
